              Seq predicted  prediction
   MSTRG.123059.1  1:lncRNA       0.863
   MSTRG.123063.1  1:lncRNA       0.863
   MSTRG.123064.1  1:lncRNA       0.863
   MSTRG.123070.1    2:mRNA       1.000
   MSTRG.123070.2    2:mRNA       1.000
   MSTRG.123070.3    2:mRNA       1.000
   MSTRG.123073.1    2:mRNA       1.000
   MSTRG.123075.1  1:lncRNA       0.852
   MSTRG.123086.1    2:mRNA       1.000
   MSTRG.123090.1  1:lncRNA       0.852
   MSTRG.123090.2  1:lncRNA       0.782
   MSTRG.123090.3  1:lncRNA       0.852
   MSTRG.123090.4  1:lncRNA       0.782
   MSTRG.123090.5  1:lncRNA       0.852
   MSTRG.123090.6  1:lncRNA       0.763
   MSTRG.123090.7  1:lncRNA       0.782
   MSTRG.123090.8  1:lncRNA       0.852
   MSTRG.123092.1  1:lncRNA       0.863
   MSTRG.123093.1    2:mRNA       1.000
   MSTRG.123093.2  1:lncRNA       0.863
   MSTRG.123096.1  1:lncRNA       0.863
   MSTRG.123098.1  1:lncRNA       0.863
   MSTRG.123098.2  1:lncRNA       0.863
   MSTRG.123102.1  1:lncRNA       0.782
   MSTRG.123103.1  1:lncRNA       0.852
   MSTRG.123114.1  1:lncRNA       0.852
   MSTRG.123114.2    2:mRNA       1.000
   MSTRG.123119.1  1:lncRNA       0.852
   MSTRG.123119.2  1:lncRNA       0.852
   MSTRG.123119.3  1:lncRNA       0.852
   MSTRG.123119.4  1:lncRNA       0.852
   MSTRG.123119.5  1:lncRNA       0.852
   MSTRG.123119.6    2:mRNA       0.596
   MSTRG.123126.1  1:lncRNA       0.852
   MSTRG.123128.1  1:lncRNA       0.852
   MSTRG.123128.2  1:lncRNA       0.852
   MSTRG.123133.1  1:lncRNA       0.782
   MSTRG.123133.2  1:lncRNA       0.782
   MSTRG.123146.1  1:lncRNA       0.852
   MSTRG.123152.1    2:mRNA       1.000
   MSTRG.123155.1    2:mRNA       1.000
   MSTRG.123160.1  1:lncRNA       0.863
   MSTRG.123163.1  1:lncRNA       0.863
   MSTRG.123176.1  1:lncRNA       0.852
   MSTRG.123176.2  1:lncRNA       0.863
   MSTRG.123177.1  1:lncRNA       0.863
   MSTRG.123189.1  1:lncRNA       0.782
   MSTRG.123193.1  1:lncRNA       0.852
   MSTRG.123194.1  1:lncRNA       0.863
   MSTRG.123201.1  1:lncRNA       0.852
   MSTRG.123204.1    2:mRNA       1.000
   MSTRG.123216.1  1:lncRNA       0.852
   MSTRG.123219.1  1:lncRNA       0.863
   MSTRG.123227.1  1:lncRNA       0.852
   MSTRG.123228.1    2:mRNA       1.000
   MSTRG.123233.1    2:mRNA       0.596
   MSTRG.123233.2    2:mRNA       0.596
   MSTRG.123234.1  1:lncRNA       0.852
   MSTRG.123239.1    2:mRNA       0.596
   MSTRG.123241.1  1:lncRNA       0.863
   MSTRG.123244.1  1:lncRNA       0.863
   MSTRG.123246.1  1:lncRNA       0.852
   MSTRG.123246.2  1:lncRNA       0.852
   MSTRG.123250.1    2:mRNA       0.596
   MSTRG.123257.1    2:mRNA       1.000
   MSTRG.123264.1  1:lncRNA       0.863
   MSTRG.123265.1    2:mRNA       1.000
   MSTRG.123268.1    2:mRNA       0.596
   MSTRG.123273.1  1:lncRNA       0.852
   MSTRG.123273.2  1:lncRNA       0.852
   MSTRG.123277.1  1:lncRNA       0.782
   MSTRG.123281.1  1:lncRNA       0.863
   MSTRG.123283.1  1:lncRNA       0.863
   MSTRG.123293.1  1:lncRNA       0.825
   MSTRG.123293.2    2:mRNA       0.596
   MSTRG.123297.1  1:lncRNA       0.760
   MSTRG.123297.2  1:lncRNA       0.825
   MSTRG.123297.3  1:lncRNA       0.852
   MSTRG.123297.4  1:lncRNA       0.697
   MSTRG.123297.5  1:lncRNA       0.697
   MSTRG.123301.1    2:mRNA       0.596
   MSTRG.123301.2    2:mRNA       0.596
   MSTRG.123302.4  1:lncRNA       0.852
   MSTRG.123306.1  1:lncRNA       0.852
   MSTRG.123318.1  1:lncRNA       0.852
   MSTRG.123318.2  1:lncRNA       0.852
   MSTRG.123318.3  1:lncRNA       0.852
   MSTRG.123320.1  1:lncRNA       0.863
   MSTRG.123321.1    2:mRNA       1.000
   MSTRG.123321.2    2:mRNA       1.000
   MSTRG.123328.1  1:lncRNA       0.863
   MSTRG.123331.1  1:lncRNA       0.863
   MSTRG.123342.1    2:mRNA       0.596
   MSTRG.123342.2  1:lncRNA       0.955
   MSTRG.123342.3  1:lncRNA       0.955
   MSTRG.123342.4  1:lncRNA       0.955
   MSTRG.123342.5  1:lncRNA       0.955
   MSTRG.123342.6    2:mRNA       0.596
   MSTRG.123342.7  1:lncRNA       0.852
   MSTRG.123342.8  1:lncRNA       0.852
  MSTRG.123342.10  1:lncRNA       0.955
  MSTRG.123342.11  1:lncRNA       0.852
  MSTRG.123342.12  1:lncRNA       0.955
  MSTRG.123342.13    2:mRNA       0.596
  MSTRG.123342.14  1:lncRNA       0.852
   MSTRG.123342.9  1:lncRNA       0.955
  MSTRG.123342.15  1:lncRNA       0.852
  MSTRG.123342.16  1:lncRNA       0.852
  MSTRG.123342.17  1:lncRNA       0.955
  MSTRG.123342.18  1:lncRNA       0.955
  MSTRG.123342.19  1:lncRNA       0.852
   MSTRG.123344.1  1:lncRNA       0.852
   MSTRG.123345.1  1:lncRNA       0.852
   MSTRG.123347.2  1:lncRNA       0.782
   MSTRG.123347.1  1:lncRNA       0.782
   MSTRG.123348.1    2:mRNA       0.596
   MSTRG.123355.1    2:mRNA       1.000
   MSTRG.123362.1  1:lncRNA       0.852
   MSTRG.123362.2  1:lncRNA       0.852
   MSTRG.123364.1  1:lncRNA       0.782
   MSTRG.123368.1  1:lncRNA       0.852
   MSTRG.123368.2  1:lncRNA       0.852
   MSTRG.123368.3  1:lncRNA       0.852
   MSTRG.123368.4  1:lncRNA       0.852
   MSTRG.123368.5  1:lncRNA       0.852
   MSTRG.123371.1  1:lncRNA       0.852
   MSTRG.123372.1  1:lncRNA       0.863
   MSTRG.123379.1  1:lncRNA       0.852
   MSTRG.123381.1  1:lncRNA       0.852
   MSTRG.123387.1  1:lncRNA       0.863
   MSTRG.123389.2  1:lncRNA       0.863
   MSTRG.123395.1  1:lncRNA       0.863
   MSTRG.123396.1  1:lncRNA       0.852
   MSTRG.123397.1  1:lncRNA       0.852
   MSTRG.123402.1  1:lncRNA       0.863
   MSTRG.123403.1  1:lncRNA       0.863
   MSTRG.123406.1  1:lncRNA       0.929
   MSTRG.123407.1  1:lncRNA       0.852
   MSTRG.123407.2  1:lncRNA       0.852
   MSTRG.123407.3  1:lncRNA       0.852
   MSTRG.123411.1  1:lncRNA       0.863
   MSTRG.123417.1  1:lncRNA       0.863
   MSTRG.123418.1  1:lncRNA       0.852
   MSTRG.123421.1  1:lncRNA       0.863
   MSTRG.123440.1  1:lncRNA       0.863
   MSTRG.123446.1  1:lncRNA       0.852
   MSTRG.123446.2    2:mRNA       1.000
   MSTRG.123451.1  1:lncRNA       0.863
   MSTRG.123459.1  1:lncRNA       0.863
   MSTRG.123462.1    2:mRNA       1.000
   MSTRG.123479.1    2:mRNA       0.596
   MSTRG.123479.2    2:mRNA       0.596
   MSTRG.123479.3    2:mRNA       0.596
   MSTRG.123479.4    2:mRNA       0.596
   MSTRG.123482.1  1:lncRNA       0.863
   MSTRG.123483.1  1:lncRNA       0.852
   MSTRG.123483.2  1:lncRNA       0.852
   MSTRG.123483.3  1:lncRNA       0.852
   MSTRG.123484.1  1:lncRNA       0.852
   MSTRG.123487.1  1:lncRNA       0.863
   MSTRG.123488.1  1:lncRNA       0.863
   MSTRG.123491.1  1:lncRNA       0.863
   MSTRG.123496.1    2:mRNA       0.596
   MSTRG.123510.1  1:lncRNA       0.863
   MSTRG.123518.1  1:lncRNA       0.863
   MSTRG.123519.1  1:lncRNA       0.852
   MSTRG.123527.1  1:lncRNA       0.782
   MSTRG.123527.2  1:lncRNA       0.782
   MSTRG.123529.1  1:lncRNA       0.852
   MSTRG.123532.1  1:lncRNA       0.852
   MSTRG.123532.2  1:lncRNA       0.852
   MSTRG.123533.1    2:mRNA       1.000
   MSTRG.123539.1  1:lncRNA       0.863
   MSTRG.123550.1  1:lncRNA       0.863
   MSTRG.123562.3  1:lncRNA       0.852
   MSTRG.123562.4  1:lncRNA       0.852
   MSTRG.123567.1  1:lncRNA       0.760
   MSTRG.123567.2    2:mRNA       0.596
   MSTRG.123567.3  1:lncRNA       0.760
   MSTRG.123567.4    2:mRNA       0.596
   MSTRG.123567.5    2:mRNA       0.596
   MSTRG.123571.1    2:mRNA       0.596
   MSTRG.123571.2    2:mRNA       0.596
   MSTRG.123571.3    2:mRNA       0.596
   MSTRG.123571.4    2:mRNA       0.596
   MSTRG.123571.5    2:mRNA       0.596
   MSTRG.123571.6    2:mRNA       0.596
   MSTRG.123571.7    2:mRNA       0.596
   MSTRG.123574.1    2:mRNA       1.000
   MSTRG.123575.1  1:lncRNA       0.852
   MSTRG.123575.2  1:lncRNA       0.852
   MSTRG.123578.1  1:lncRNA       0.782
   MSTRG.123580.1    2:mRNA       0.596
   MSTRG.123581.1  1:lncRNA       0.782
   MSTRG.123581.2  1:lncRNA       0.782
   MSTRG.123581.3  1:lncRNA       0.782
   MSTRG.123581.4  1:lncRNA       0.782
   MSTRG.123581.5  1:lncRNA       0.955
   MSTRG.123581.6    2:mRNA       0.596
   MSTRG.123581.7    2:mRNA       1.000
   MSTRG.123581.8    2:mRNA       0.596
   MSTRG.123581.9    2:mRNA       0.596
  MSTRG.123581.10    2:mRNA       0.596
  MSTRG.123581.11    2:mRNA       0.596
  MSTRG.123581.12    2:mRNA       0.596
   MSTRG.123593.1  1:lncRNA       0.863
   MSTRG.123596.1  1:lncRNA       0.863
   MSTRG.123597.1  1:lncRNA       0.852
   MSTRG.123603.1    2:mRNA       1.000
   MSTRG.123606.1    2:mRNA       0.596
   MSTRG.123622.1  1:lncRNA       0.782
   MSTRG.123630.1  1:lncRNA       0.863
   MSTRG.123631.1  1:lncRNA       0.852
   MSTRG.123633.1  1:lncRNA       0.852
   MSTRG.123633.2  1:lncRNA       0.852
   MSTRG.123633.3  1:lncRNA       0.852
   MSTRG.123634.1  1:lncRNA       0.852
   MSTRG.123639.1  1:lncRNA       0.863
   MSTRG.123642.1    2:mRNA       1.000
   MSTRG.123642.2  1:lncRNA       0.782
   MSTRG.123644.1  1:lncRNA       0.863
   MSTRG.123659.1  1:lncRNA       0.760
   MSTRG.123673.1  1:lncRNA       0.863
   MSTRG.123676.1    2:mRNA       1.000
   MSTRG.123676.2    2:mRNA       0.596
   MSTRG.123676.3    2:mRNA       0.596
   MSTRG.123677.1  1:lncRNA       0.825
   MSTRG.123677.3  1:lncRNA       0.825
   MSTRG.123677.2  1:lncRNA       0.763
   MSTRG.123677.4  1:lncRNA       0.825
   MSTRG.123677.5  1:lncRNA       0.763
   MSTRG.123677.6    2:mRNA       0.596
   MSTRG.123682.1  1:lncRNA       0.863
   MSTRG.123682.3  1:lncRNA       0.852
   MSTRG.123694.1  1:lncRNA       0.863
   MSTRG.123702.1    2:mRNA       1.000
   MSTRG.123702.2    2:mRNA       1.000
   MSTRG.123711.2  1:lncRNA       0.782
   MSTRG.123711.1  1:lncRNA       0.782
   MSTRG.123711.3  1:lncRNA       0.782
   MSTRG.123711.4  1:lncRNA       0.782
   MSTRG.123711.5  1:lncRNA       0.782
   MSTRG.123711.6  1:lncRNA       0.763
   MSTRG.123711.7    2:mRNA       0.596
   MSTRG.123711.8  1:lncRNA       0.763
   MSTRG.123712.1  1:lncRNA       0.852
   MSTRG.123713.1  1:lncRNA       0.852
   MSTRG.123713.2  1:lncRNA       0.852
   MSTRG.123713.3  1:lncRNA       0.852
   MSTRG.123715.1  1:lncRNA       0.863
   MSTRG.123715.2  1:lncRNA       0.863
   MSTRG.123716.1  1:lncRNA       0.863
   MSTRG.123719.1    2:mRNA       1.000
   MSTRG.123719.2    2:mRNA       1.000
   MSTRG.123721.1  1:lncRNA       0.852
   MSTRG.123733.1  1:lncRNA       0.863
   MSTRG.123741.1  1:lncRNA       0.863
   MSTRG.123762.1  1:lncRNA       0.852
   MSTRG.123762.2    2:mRNA       0.596
   MSTRG.123764.1  1:lncRNA       0.863
   MSTRG.123765.1  1:lncRNA       0.852
   MSTRG.123766.1  1:lncRNA       0.852
   MSTRG.123775.1  1:lncRNA       0.782
   MSTRG.123775.2  1:lncRNA       0.782
   MSTRG.123775.3  1:lncRNA       0.782
   MSTRG.123775.4  1:lncRNA       0.782
   MSTRG.123781.1    2:mRNA       1.000
   MSTRG.123781.2    2:mRNA       1.000
   MSTRG.123781.3    2:mRNA       1.000
   MSTRG.123781.4    2:mRNA       1.000
   MSTRG.123781.5    2:mRNA       1.000
   MSTRG.123781.6    2:mRNA       1.000
   MSTRG.123796.1  1:lncRNA       0.863
   MSTRG.123799.1  1:lncRNA       0.863
   MSTRG.123804.1  1:lncRNA       0.863
   MSTRG.123806.1  1:lncRNA       0.782
   MSTRG.123807.1  1:lncRNA       0.852
   MSTRG.123820.1  1:lncRNA       0.863
   MSTRG.123824.1    2:mRNA       1.000
   MSTRG.123841.1  1:lncRNA       0.782
   MSTRG.123841.2  1:lncRNA       0.782
   MSTRG.123841.3    2:mRNA       1.000
   MSTRG.123841.4    2:mRNA       1.000
   MSTRG.123841.5  1:lncRNA       0.782
   MSTRG.123841.6  1:lncRNA       0.782
   MSTRG.123841.7    2:mRNA       1.000
  MSTRG.123841.10  1:lncRNA       0.782
   MSTRG.123841.8    2:mRNA       1.000
   MSTRG.123841.9  1:lncRNA       0.782
   MSTRG.123846.1  1:lncRNA       0.825
   MSTRG.123846.2  1:lncRNA       0.852
   MSTRG.123859.1    2:mRNA       0.596
   MSTRG.123859.2    2:mRNA       1.000
   MSTRG.123860.1  1:lncRNA       0.852
   MSTRG.123862.1  1:lncRNA       0.863
   MSTRG.123877.1  1:lncRNA       0.852
   MSTRG.123884.1  1:lncRNA       0.863
   MSTRG.123890.1  1:lncRNA       0.852
   MSTRG.123890.2  1:lncRNA       0.852
   MSTRG.123890.3  1:lncRNA       0.852
   MSTRG.123890.4  1:lncRNA       0.852
   MSTRG.123890.5  1:lncRNA       0.852
   MSTRG.123900.1    2:mRNA       1.000
   MSTRG.123902.1  1:lncRNA       0.825
   MSTRG.123902.2  1:lncRNA       0.825
   MSTRG.123903.1    2:mRNA       1.000
   MSTRG.123903.2  1:lncRNA       0.852
   MSTRG.123903.3  1:lncRNA       0.852
   MSTRG.123929.1  1:lncRNA       0.852
   MSTRG.123937.1    2:mRNA       0.596
   MSTRG.123946.1  1:lncRNA       0.863
   MSTRG.123951.1  1:lncRNA       0.863
   MSTRG.123960.1    2:mRNA       1.000
   MSTRG.123961.1    2:mRNA       1.000
   MSTRG.123983.1  1:lncRNA       0.852
   MSTRG.123983.2  1:lncRNA       0.852
   MSTRG.123987.1  1:lncRNA       0.782
   MSTRG.123988.1  1:lncRNA       0.852
   MSTRG.124005.1  1:lncRNA       0.863
   MSTRG.124016.1  1:lncRNA       0.863
   MSTRG.124021.1  1:lncRNA       0.863
   MSTRG.124036.1    2:mRNA       1.000
   MSTRG.124036.2  1:lncRNA       0.852
   MSTRG.124039.1  1:lncRNA       0.863
   MSTRG.124042.1  1:lncRNA       0.852
   MSTRG.124045.1  1:lncRNA       0.863
   MSTRG.124047.1  1:lncRNA       0.863
   MSTRG.124052.1  1:lncRNA       0.863
   MSTRG.124054.1  1:lncRNA       0.863
   MSTRG.124056.1  1:lncRNA       0.852
   MSTRG.124056.2  1:lncRNA       0.852
   MSTRG.124057.1    2:mRNA       1.000
   MSTRG.124072.1  1:lncRNA       0.852
   MSTRG.124088.1  1:lncRNA       0.863
   MSTRG.124089.1  1:lncRNA       0.852
   MSTRG.124090.1  1:lncRNA       0.852
   MSTRG.124091.1  1:lncRNA       0.852
   MSTRG.124091.2  1:lncRNA       0.852
   MSTRG.124091.3  1:lncRNA       0.852
   MSTRG.124092.1    2:mRNA       1.000
   MSTRG.124105.1  1:lncRNA       0.852
   MSTRG.124105.2  1:lncRNA       0.852
   MSTRG.124123.1  1:lncRNA       0.852
   MSTRG.124124.1    2:mRNA       0.596
   MSTRG.124124.2    2:mRNA       0.596
   MSTRG.124124.3    2:mRNA       0.596
   MSTRG.124124.4  1:lncRNA       0.782
   MSTRG.124124.5    2:mRNA       0.596
   MSTRG.124124.6    2:mRNA       0.596
   MSTRG.124125.1  1:lncRNA       0.782
   MSTRG.124126.1  1:lncRNA       0.863
   MSTRG.124127.1  1:lncRNA       0.852
   MSTRG.124127.2  1:lncRNA       0.852
   MSTRG.124128.1  1:lncRNA       0.782
   MSTRG.124128.2  1:lncRNA       0.763
   MSTRG.124128.3  1:lncRNA       0.782
   MSTRG.124128.4    2:mRNA       0.596
   MSTRG.124128.5    2:mRNA       0.596
   MSTRG.124128.6  1:lncRNA       0.782
   MSTRG.124130.1  1:lncRNA       0.852
   MSTRG.124131.1  1:lncRNA       0.852
   MSTRG.124137.1  1:lncRNA       0.852
   MSTRG.124137.2  1:lncRNA       0.852
   MSTRG.124137.3  1:lncRNA       0.852
   MSTRG.124138.1  1:lncRNA       0.852
   MSTRG.124149.1  1:lncRNA       0.863
   MSTRG.124159.1  1:lncRNA       0.863
   MSTRG.124163.1  1:lncRNA       0.863
   MSTRG.124164.1    2:mRNA       1.000
   MSTRG.124165.1  1:lncRNA       0.852
   MSTRG.124166.1  1:lncRNA       0.852
   MSTRG.124166.2  1:lncRNA       0.863
   MSTRG.124179.1  1:lncRNA       0.852
   MSTRG.124179.2  1:lncRNA       0.852
   MSTRG.124181.1  1:lncRNA       0.852
   MSTRG.124181.2  1:lncRNA       0.852
   MSTRG.124181.3  1:lncRNA       0.863
   MSTRG.124185.1    2:mRNA       1.000
   MSTRG.124185.2    2:mRNA       1.000
   MSTRG.124203.1  1:lncRNA       0.852
   MSTRG.124206.1  1:lncRNA       0.955
   MSTRG.124207.1  1:lncRNA       0.863
   MSTRG.124210.1  1:lncRNA       0.863
   MSTRG.124212.1  1:lncRNA       0.852
   MSTRG.124212.2  1:lncRNA       0.852
   MSTRG.124211.2    2:mRNA       1.000
   MSTRG.124219.1  1:lncRNA       0.863
   MSTRG.124221.1    2:mRNA       1.000
   MSTRG.124224.1  1:lncRNA       0.863
   MSTRG.124226.1    2:mRNA       0.596
   MSTRG.124230.1  1:lncRNA       0.825
   MSTRG.124230.2  1:lncRNA       0.825
   MSTRG.124233.1    2:mRNA       0.596
   MSTRG.124233.2    2:mRNA       0.596
   MSTRG.124235.1  1:lncRNA       0.763
   MSTRG.124235.2    2:mRNA       0.596
   MSTRG.124235.3  1:lncRNA       0.955
   MSTRG.124235.4    2:mRNA       1.000
   MSTRG.124254.1  1:lncRNA       0.852
   MSTRG.124267.1  1:lncRNA       0.852
   MSTRG.124268.1  1:lncRNA       0.852
   MSTRG.124267.2  1:lncRNA       0.852
   MSTRG.124269.1  1:lncRNA       0.863
   MSTRG.124271.8  1:lncRNA       0.852
   MSTRG.124271.9  1:lncRNA       0.852
   MSTRG.124278.1    2:mRNA       1.000
   MSTRG.124278.2    2:mRNA       1.000
   MSTRG.124278.3    2:mRNA       1.000
   MSTRG.124279.1  1:lncRNA       0.782
   MSTRG.124281.1  1:lncRNA       0.852
   MSTRG.124281.2  1:lncRNA       0.852
   MSTRG.124289.1  1:lncRNA       0.863
   MSTRG.124305.1  1:lncRNA       0.852
   MSTRG.124314.1    2:mRNA       1.000
   MSTRG.124315.1  1:lncRNA       0.863
   MSTRG.124319.1    2:mRNA       1.000
   MSTRG.124320.1  1:lncRNA       0.852
   MSTRG.124342.1  1:lncRNA       0.852
   MSTRG.124343.1  1:lncRNA       0.863
   MSTRG.124344.1  1:lncRNA       0.863
   MSTRG.124347.1  1:lncRNA       0.863
   MSTRG.124350.1  1:lncRNA       0.852
   MSTRG.124353.1    2:mRNA       0.596
   MSTRG.124362.1  1:lncRNA       0.782
   MSTRG.124363.1  1:lncRNA       0.852
   MSTRG.124364.1  1:lncRNA       0.852
   MSTRG.124366.1    2:mRNA       1.000
   MSTRG.124366.2  1:lncRNA       0.782
   MSTRG.124369.1  1:lncRNA       0.852
   MSTRG.124370.1  1:lncRNA       0.852
   MSTRG.124371.1  1:lncRNA       0.852
   MSTRG.124376.1  1:lncRNA       0.863
   MSTRG.124377.1  1:lncRNA       0.863
   MSTRG.124378.1  1:lncRNA       0.782
   MSTRG.124379.1    2:mRNA       1.000
   MSTRG.124380.1  1:lncRNA       0.863
   MSTRG.124381.1    2:mRNA       1.000
   MSTRG.124382.1  1:lncRNA       0.852
   MSTRG.124382.2  1:lncRNA       0.852
   MSTRG.124387.1  1:lncRNA       0.852
   MSTRG.124391.1  1:lncRNA       0.863
   MSTRG.124394.1  1:lncRNA       0.852
   MSTRG.124394.2  1:lncRNA       0.852
   MSTRG.124394.3  1:lncRNA       0.852
   MSTRG.124397.1  1:lncRNA       0.863
   MSTRG.124400.1  1:lncRNA       0.863
   MSTRG.124427.1  1:lncRNA       0.697
   MSTRG.124426.1  1:lncRNA       0.760
   MSTRG.124426.2  1:lncRNA       0.852
   MSTRG.124427.2  1:lncRNA       0.852
   MSTRG.124428.1  1:lncRNA       0.863
   MSTRG.124434.1  1:lncRNA       0.782
   MSTRG.124440.1    2:mRNA       1.000
   MSTRG.124442.1  1:lncRNA       0.863
   MSTRG.124443.1    2:mRNA       0.596
   MSTRG.124456.1  1:lncRNA       0.863
   MSTRG.124462.1    2:mRNA       1.000
   MSTRG.124463.1  1:lncRNA       0.863
   MSTRG.124470.1    2:mRNA       0.596
   MSTRG.124470.2    2:mRNA       0.596
   MSTRG.124470.3    2:mRNA       0.596
   MSTRG.124471.1    2:mRNA       1.000
   MSTRG.124472.1  1:lncRNA       0.782
   MSTRG.124473.1  1:lncRNA       0.852
   MSTRG.124473.2  1:lncRNA       0.852
   MSTRG.124475.1  1:lncRNA       0.863
   MSTRG.124476.1  1:lncRNA       0.852
   MSTRG.124486.1  1:lncRNA       0.697
   MSTRG.124493.1    2:mRNA       1.000
   MSTRG.124495.1  1:lncRNA       0.852
   MSTRG.124495.2  1:lncRNA       0.852
   MSTRG.124496.1  1:lncRNA       0.852
   MSTRG.124500.1  1:lncRNA       0.852
   MSTRG.124501.1  1:lncRNA       0.852
   MSTRG.124501.2  1:lncRNA       0.852
   MSTRG.124501.3  1:lncRNA       0.852
   MSTRG.124501.4  1:lncRNA       0.852
   MSTRG.124502.1    2:mRNA       1.000
   MSTRG.124506.1  1:lncRNA       0.782
   MSTRG.124507.1  1:lncRNA       0.852
   MSTRG.124516.1  1:lncRNA       0.852
   MSTRG.124520.1    2:mRNA       1.000
   MSTRG.124523.1    2:mRNA       1.000
   MSTRG.124523.2    2:mRNA       1.000
   MSTRG.124524.2  1:lncRNA       0.852
   MSTRG.124530.1  1:lncRNA       0.852
   MSTRG.124530.2  1:lncRNA       0.852
   MSTRG.124530.3  1:lncRNA       0.852
   MSTRG.124530.4  1:lncRNA       0.852
   MSTRG.124530.5  1:lncRNA       0.852
   MSTRG.124530.6    2:mRNA       0.596
   MSTRG.124537.1  1:lncRNA       0.852
   MSTRG.124538.1  1:lncRNA       0.863
   MSTRG.124540.1  1:lncRNA       0.863
   MSTRG.124539.1    2:mRNA       1.000
   MSTRG.124539.2    2:mRNA       1.000
   MSTRG.124539.3    2:mRNA       1.000
   MSTRG.124539.4    2:mRNA       1.000
   MSTRG.124539.5    2:mRNA       1.000
   MSTRG.124539.6    2:mRNA       1.000
  MSTRG.124539.10    2:mRNA       1.000
   MSTRG.124539.7    2:mRNA       1.000
   MSTRG.124539.8  1:lncRNA       0.782
   MSTRG.124539.9  1:lncRNA       0.782
  MSTRG.124539.11    2:mRNA       1.000
  MSTRG.124539.12    2:mRNA       1.000
  MSTRG.124539.13    2:mRNA       1.000
  MSTRG.124539.14  1:lncRNA       0.825
  MSTRG.124539.15  1:lncRNA       0.760
  MSTRG.124539.16  1:lncRNA       0.760
  MSTRG.124539.17  1:lncRNA       0.760
   MSTRG.124548.1  1:lncRNA       0.863
   MSTRG.124556.1  1:lncRNA       0.852
   MSTRG.124556.2  1:lncRNA       0.852
   MSTRG.124557.1  1:lncRNA       0.782
   MSTRG.124564.1    2:mRNA       1.000
   MSTRG.124567.1    2:mRNA       0.596
   MSTRG.124568.1    2:mRNA       1.000
   MSTRG.124568.2    2:mRNA       1.000
   MSTRG.124575.1  1:lncRNA       0.782
   MSTRG.124582.1  1:lncRNA       0.852
   MSTRG.124582.2  1:lncRNA       0.852
   MSTRG.124582.3  1:lncRNA       0.852
   MSTRG.124598.1  1:lncRNA       0.852
   MSTRG.124598.2  1:lncRNA       0.863
   MSTRG.124607.1  1:lncRNA       0.852
   MSTRG.124608.1  1:lncRNA       0.863
   MSTRG.124609.1    2:mRNA       1.000
   MSTRG.124618.1    2:mRNA       0.596
   MSTRG.124618.2    2:mRNA       0.596
   MSTRG.124618.3    2:mRNA       0.596
   MSTRG.124618.4    2:mRNA       0.596
   MSTRG.124618.5  1:lncRNA       0.852
   MSTRG.124622.1  1:lncRNA       0.852
